celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,1,5.0,False,True,3,19.0,6.333333333333333
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,1,4.0,False,True,3,13.0,4.333333333333333
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,1,4.0,False,True,3,18.0,6.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,1,3.0,False,True,3,18.0,6.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,1,2.0,False,True,3,17.0,5.666666666666667
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,2,,False,True,3,24.0,8.0
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,2,,False,True,3,27.0,9.0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,2,,False,True,3,26.0,8.666666666666666
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,2,10.0,False,True,3,20.0,6.666666666666667
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,2,9.0,False,True,3,23.0,7.666666666666667
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,2,8.0,False,True,3,20.0,6.666666666666667
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,2,7.0,False,True,3,20.0,6.666666666666667
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,2,6.0,False,True,3,14.0,4.666666666666667
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,2,5.0,False,True,3,17.0,5.666666666666667
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,2,4.0,False,True,3,17.0,5.666666666666667
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,2,4.0,False,True,3,18.0,6.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,2,3.0,False,True,3,21.0,7.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,2,2.0,True,True,3,18.0,6.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,3,,False,True,3,27.0,9.0
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,3,,False,True,3,27.0,9.0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,3,,False,True,3,27.0,9.0
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,3,10.0,False,True,3,23.0,7.666666666666667
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,3,9.0,False,True,3,25.0,8.333333333333334
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,3,8.0,False,True,3,23.0,7.666666666666667
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,3,7.0,False,True,3,20.0,6.666666666666667
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,3,6.0,False,True,3,15.0,5.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,3,5.0,False,True,3,24.0,8.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,3,4.0,False,True,3,10.0,3.3333333333333335
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,3,4.0,False,True,3,17.0,5.666666666666667
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,3,3.0,True,True,3,16.0,5.333333333333333
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,3,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,4,,False,True,3,25.0,8.333333333333334
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,4,,False,True,3,30.0,10.0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,4,,False,True,3,29.0,9.666666666666666
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,4,10.0,False,True,3,25.0,8.333333333333334
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,4,9.0,False,True,3,27.0,9.0
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,4,8.0,False,True,3,22.0,7.333333333333333
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,4,7.0,False,True,3,19.0,6.333333333333333
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,4,6.0,False,True,3,15.0,5.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,4,5.0,False,True,3,22.0,7.333333333333333
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,4,4.0,True,True,3,12.0,4.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,4,4.0,True,True,3,16.0,5.333333333333333
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,4,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,4,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,5,,False,True,3,26.0,8.666666666666666
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,5,,False,True,3,29.0,9.666666666666666
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,5,,False,True,3,25.0,8.333333333333334
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,5,10.0,False,True,3,21.0,7.0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,5,9.0,False,True,3,26.0,8.666666666666666
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,5,8.0,False,True,3,23.0,7.666666666666667
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,5,7.0,False,True,3,20.0,6.666666666666667
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,5,6.0,False,True,3,18.0,6.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,5,5.0,True,True,3,22.0,7.333333333333333
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,5,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,5,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,5,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,5,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,6,,False,True,3,26.0,8.666666666666666
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,6,,False,True,3,26.0,8.666666666666666
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,6,,False,True,3,27.0,9.0
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,6,10.0,False,True,3,18.0,6.0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,6,9.0,False,True,3,28.0,9.333333333333334
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,6,8.0,False,True,3,23.0,7.666666666666667
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,6,7.0,False,True,3,22.0,7.333333333333333
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,6,6.0,True,True,3,16.0,5.333333333333333
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,6,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,6,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,6,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,6,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,6,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,7,,False,True,3,28.0,9.333333333333334
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,7,,False,True,3,27.0,9.0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,7,,False,True,3,29.0,9.666666666666666
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,7,10.0,False,True,3,24.0,8.0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,7,9.0,False,True,3,26.0,8.666666666666666
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,7,8.0,False,True,3,27.0,9.0
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,7,7.0,True,True,3,21.0,7.0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,7,6.0,False,False,3,0.0,0.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,7,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,7,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,7,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,7,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,7,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,8,,False,True,3,26.0,8.666666666666666
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,8,,False,True,3,27.5,9.166666666666666
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,8,,False,True,3,23.0,7.666666666666667
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,8,10.0,False,True,3,26.0,8.666666666666666
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,8,9.0,False,True,3,28.0,9.333333333333334
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,8,8.0,True,True,3,25.5,8.5
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,8,7.0,False,False,3,0.0,0.0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,8,6.0,False,False,3,0.0,0.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,8,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,8,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,8,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,8,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,8,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,9,,False,True,3,28.0,9.333333333333334
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,9,,False,True,3,28.0,9.333333333333334
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,9,,False,True,3,28.5,9.5
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,9,10.0,False,True,3,23.0,7.666666666666667
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,9,9.0,True,True,3,26.0,8.666666666666666
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,9,8.0,False,False,3,0.0,0.0
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,9,7.0,False,False,3,0.0,0.0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,9,6.0,False,False,3,0.0,0.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,9,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,9,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,9,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,9,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,9,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,10,,False,True,3,28.0,9.333333333333334
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,10,,False,True,3,30.0,10.0
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,10,,False,True,3,27.5,9.166666666666666
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,10,10.0,True,True,3,24.0,8.0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,10,9.0,False,False,3,0.0,0.0
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,10,8.0,False,False,3,0.0,0.0
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,10,7.0,False,False,3,0.0,0.0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,10,6.0,False,False,3,0.0,0.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,10,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,10,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,10,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,10,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,10,2.0,False,False,3,0.0,0.0
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,11,,False,True,3,30.0,10.0
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,11,,False,True,3,29.0,9.666666666666666
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,11,,False,True,3,28.5,9.5
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,11,10.0,False,False,3,0.0,0.0
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,11,9.0,False,False,3,0.0,0.0
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,11,8.0,False,False,3,0.0,0.0
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,11,7.0,False,False,3,0.0,0.0
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,11,6.0,False,False,3,0.0,0.0
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,11,5.0,False,False,3,0.0,0.0
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,11,4.0,False,False,3,0.0,0.0
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,11,4.0,False,False,3,0.0,0.0
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,11,3.0,False,False,3,0.0,0.0
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,11,2.0,False,False,3,0.0,0.0
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,1,,False,True,3,29.999899999999997,9.999966666666666
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,1,,False,True,3,30.999899999999997,10.3333
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,1,,False,True,3,30.9998,10.333266666666667
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,1,9.0,False,True,3,33.9999,11.3333
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,1,8.0,False,True,3,31.999899999999997,10.666633333333332
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,1,7.0,False,True,3,28.9998,9.6666
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,1,7.0,False,True,3,19.0,6.333333333333333
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,1,6.0,False,True,3,26.9998,8.999933333333333
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,1,6.0,False,True,3,24.0,8.0
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,1,5.0,False,True,3,26.9998,8.999933333333333
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,1,4.0,False,True,3,22.0,7.333333333333333
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,1,3.0,False,True,3,22.0,7.333333333333333
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,1,,False,True,3,19.9999,6.666633333333333
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,1,2.0,False,True,3,19.9999,6.666633333333333
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,1,1.0,True,True,3,18.9999,6.3333
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,1,1.0,True,True,3,18.9999,6.3333
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,2,,False,True,3,25.0,8.333333333333334
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,2,,False,True,3,27.0,9.0
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,2,,False,True,3,19.0,6.333333333333333
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,2,9.0,False,True,3,20.0,6.666666666666667
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,2,8.0,False,True,3,27.0,9.0
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,2,7.0,False,True,3,21.0,7.0
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,2,7.0,False,True,3,20.0,6.666666666666667
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,2,6.0,False,True,3,19.0,6.333333333333333
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,2,6.0,False,True,3,19.0,6.333333333333333
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,2,5.0,False,True,3,21.0,7.0
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,2,4.0,False,True,3,19.0,6.333333333333333
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,2,3.0,False,True,3,21.0,7.0
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,2,,False,True,3,18.0,6.0
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,2,2.0,True,True,3,18.0,6.0
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,2,1.0,False,False,3,0.0,0.0
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,2,1.0,False,False,3,0.0,0.0
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,3,,False,True,3,21.0,7.0
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,3,,False,True,3,27.0,9.0
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,3,,False,True,3,20.0,6.666666666666667
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,3,9.0,False,True,3,23.0,7.666666666666667
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,3,8.0,False,True,3,21.0,7.0
Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,9,Eliminated Week 7,6,3,7.0,False,True,3,18.0,6.0
